P_NR	SURVEY	SP	PURPOSE	AGE	TRAIN_AV	CAR_AV	SM_AV	TRAIN_TT	TRAIN_CO	GA	TRAIN_FR	SM_TT	SM_CO	SM_FR	SM_SEATS	CAR_TT	CAR_CO	GROUP	CHOICE
246	0	1	1	3	1	1	1	82	2340	1	120	24	4160	10	0	70	44	2	2
246	0	1	1	3	1	1	1	190	54	0	120	95	64	20	0	160	130	2	2
246	0	1	1	3	1	1	1	209	65	0	30	109	86	20	1	160	130	2	1
247	0	1	1	1	1	0	1	244	148	0	120	71	161	30	1	0	0	2	2
247	0	1	1	5	1	1	1	120	36	0	120	73	42	30	0	143	56	2	2
247	0	1	1	5	1	1	1	144	36	0	120	77	43	20	1	88	56	2	2
247	0	1	1	1	1	0	1	208	111	0	60	89	132	10	0	0	0	2	1
247	0	1	1	1	1	0	1	208	123	0	120	89	139	30	0	0	0	2	2
247	0	1	1	4	1	1	1	179	148	0	120	78	198	10	0	152	100	2	2
247	0	1	1	5	1	1	1	120	40	0	120	70	48	20	0	110	91	2	2
247	0	1	1	5	1	1	1	128	48	0	30	77	62	20	1	110	91	2	2
248	0	1	1	3	1	1	1	118	31	0	30	74	36	10	0	91	130	2	2
248	0	1	1	3	1	1	1	153	31	0	60	81	43	30	0	91	80	2	2
248	0	1	1	2	1	1	1	161	100	0	60	69	108	10	1	150	80	2	2
248	0	1	1	3	1	1	1	118	23	0	30	81	29	30	0	70	100	2	1
248	0	1	1	3	1	1	1	153	26	0	60	74	32	10	0	56	100	2	2
248	0	1	1	1	1	0	1	227	79	0	120	100	91	20	0	0	0	2	2
248	0	1	1	1	1	0	1	207	66	0	30	100	91	20	0	0	0	2	1
248	0	1	1	1	1	0	1	268	59	0	60	100	70	20	0	0	0	2	2
248	0	1	1	3	1	1	1	254	106	0	30	125	118	10	1	144	165	2	2
249	0	1	1	2	1	1	1	97	60	0	60	49	65	10	1	70	22	2	2
249	0	1	1	2	1	0	1	157	3780	1	120	59	5040	30	0	0	0	2	2
249	0	1	1	2	1	0	1	203	3780	1	120	67	5460	20	1	0	0	2	2
249	0	1	1	1	1	0	1	197	37	0	60	96	42	20	1	0	0	2	2
249	0	1	1	2	1	0	1	157	4200	1	120	53	5460	20	0	0	0	2	2
249	0	1	1	2	1	0	1	172	5040	1	30	67	6720	20	1	0	0	2	2
250	0	1	1	2	1	0	1	214	56	0	120	77	80	10	0	0	0	2	1
250	0	1	1	2	1	0	1	207	77	0	120	110	102	10	0	0	0	2	2
251	0	1	1	3	1	1	1	118	85	0	30	75	88	10	0	130	187	2	2
251	0	1	1	3	1	1	1	145	85	0	60	82	105	30	0	130	115	2	2
251	0	1	1	2	1	1	1	205	3120	1	60	86	3120	20	0	120	76	2	2
251	0	1	1	3	1	1	1	118	64	0	30	82	76	30	0	100	144	2	2
251	0	1	1	3	1	1	1	145	71	0	60	75	84	10	0	80	144	2	2
251	0	1	1	3	1	1	1	222	50	0	30	85	60	10	0	160	76	2	2
251	0	1	1	3	1	1	1	166	45	0	60	71	80	30	1	128	123	2	2
251	0	1	1	3	1	1	1	185	50	0	30	71	65	30	1	208	76	2	2
252	0	1	1	3	1	1	1	185	15	0	120	90	20	30	0	208	92	2	2
252	0	1	1	3	1	1	1	240	15	0	120	98	22	20	1	128	92	2	2
252	0	1	1	3	1	1	1	185	17	0	120	84	22	20	0	160	149	2	2
252	0	1	1	3	1	1	1	203	20	0	30	98	27	20	1	160	149	2	2
252	0	1	1	4	1	1	1	123	153	0	60	98	167	20	1	143	200	2	2
252	0	1	1	3	1	1	1	129	46	0	60	71	48	20	0	64	40	2	2
253	0	1	1	2	1	0	1	122	96	0	120	63	123	10	0	0	0	2	2
253	0	1	1	3	1	0	1	142	5040	1	30	104	5040	10	0	0	0	2	2
253	0	1	1	3	1	0	1	186	5040	1	60	111	6720	30	0	0	0	2	1
253	0	1	1	2	1	1	1	216	97	0	120	102	139	10	0	170	80	2	1
253	0	1	1	3	1	0	1	142	3780	1	30	111	5460	30	0	0	0	2	1
253	0	1	1	3	1	0	1	186	4200	1	60	104	5460	10	0	0	0	2	2
254	0	1	1	4	1	0	1	82	5040	1	60	34	5460	10	1	0	0	2	1
254	0	1	1	2	1	0	1	236	3120	1	120	63	3120	30	1	0	0	2	1
254	0	1	1	5	1	0	1	174	5040	1	30	70	5040	10	0	0	0	2	2
254	0	1	1	5	1	0	1	220	5040	1	60	84	6720	30	0	0	0	2	2
254	0	1	1	2	1	0	1	200	2340	1	60	81	3380	10	0	0	0	2	1
254	0	1	1	2	1	0	1	200	2600	1	120	81	3120	30	0	0	0	2	1
254	0	1	1	5	1	1	1	286	2340	1	120	149	4160	10	0	270	76	2	1
254	0	1	1	5	1	0	1	174	3780	1	30	84	5460	30	0	0	0	2	2
254	0	1	1	5	1	0	1	220	4200	1	60	70	5460	10	0	0	0	2	2
255	0	1	1	3	1	1	1	186	24	0	30	95	27	10	0	110	32	2	2
255	0	1	1	3	1	1	1	154	22	0	60	84	30	30	1	88	52	2	2
255	0	1	1	3	1	1	1	165	24	0	30	84	28	30	1	143	32	2	2
255	0	1	1	2	1	1	1	197	576	0	30	98	576	10	0	234	195	2	2
255	0	1	1	2	1	1	1	257	576	0	60	112	768	30	0	234	120	2	2
255	0	1	1	2	1	1	1	153	61	0	120	72	84	10	0	110	52	2	2
255	0	1	1	2	1	1	1	197	432	0	30	112	624	30	0	180	150	2	1
255	0	1	1	2	1	1	1	257	480	0	60	98	624	10	0	144	150	2	2
256	0	1	1	1	1	0	1	88	2220	1	30	40	2220	10	0	0	0	2	2
256	0	1	1	1	1	0	1	112	2220	1	60	47	2960	30	0	0	0	2	2
256	0	1	1	1	1	0	1	88	1665	1	30	47	2405	30	0	0	0	2	1
256	0	1	1	1	1	0	1	112	1850	1	60	40	2405	10	0	0	0	2	2
257	0	1	1	2	1	1	1	137	23	0	120	99	27	30	0	143	24	2	2
257	0	1	1	2	1	1	1	179	23	0	120	103	28	20	1	88	24	2	3
257	0	1	1	2	1	1	1	59	2340	1	30	35	3120	10	1	40	40	2	2
257	0	1	1	2	1	1	1	137	26	0	120	96	30	20	0	110	39	2	2
257	0	1	1	2	1	1	1	151	31	0	30	103	38	20	1	110	39	2	2
257	0	1	1	4	1	1	1	121	50	0	120	92	62	10	0	88	70	2	2
258	0	1	1	3	1	1	1	224	168	0	60	80	182	10	1	190	88	2	2
258	0	1	1	3	1	0	1	102	54	0	120	54	68	30	0	0	0	2	2
258	0	1	1	3	1	0	1	123	54	0	120	58	71	20	1	0	0	2	2
258	0	1	1	1	1	0	1	155	2340	1	120	97	4160	10	0	0	0	2	2
258	0	1	1	3	1	0	1	102	60	0	120	51	76	20	0	0	0	2	2
258	0	1	1	3	1	0	1	109	72	0	30	58	97	20	1	0	0	2	1
259	0	1	1	3	1	1	1	249	100	0	120	76	100	30	1	250	205	2	2
259	0	1	1	3	1	1	1	213	75	0	60	94	108	10	0	325	266	2	2
259	0	1	1	3	1	1	1	213	83	0	120	94	100	30	0	200	266	2	2
259	0	1	1	3	1	1	1	170	51	0	120	76	58	30	0	247	76	2	1
259	0	1	1	3	1	1	1	213	51	0	120	84	62	20	1	152	76	2	1
259	0	1	1	3	1	1	1	113	23	0	30	58	26	10	1	56	66	2	2
259	0	1	1	3	1	0	1	125	48	0	60	44	50	20	0	0	0	2	2
259	0	1	1	3	1	1	1	170	57	0	120	70	66	20	0	190	123	2	2
259	0	1	1	3	1	1	1	184	68	0	30	84	88	20	1	190	123	2	1
260	0	1	1	2	1	0	1	86	36	0	120	31	46	20	0	0	0	2	2
260	0	1	1	2	1	0	1	79	30	0	30	31	46	20	0	0	0	2	2
260	0	1	1	2	1	0	1	100	27	0	60	31	31	20	0	0	0	2	2
260	0	1	1	2	1	0	1	120	3120	1	120	92	4160	10	0	0	0	2	1
261	0	1	1	3	1	1	1	179	74	0	60	65	78	20	0	152	80	2	2
261	0	1	1	1	1	0	1	313	127	0	30	143	140	10	0	0	0	2	2
261	0	1	1	2	1	0	1	130	22	0	120	59	35	10	1	0	0	2	2
261	0	1	1	2	1	0	1	130	20	0	30	56	32	20	0	0	0	2	2
261	0	1	1	1	1	0	1	236	114	0	60	125	155	30	1	0	0	2	2
261	0	1	1	1	1	0	1	262	127	0	30	125	146	30	1	0	0	2	2
261	0	1	1	2	1	0	1	130	26	0	30	59	35	30	0	0	0	2	2
261	0	1	1	2	1	0	1	112	22	0	60	59	35	30	0	0	0	2	2
262	0	1	1	3	1	1	1	113	3120	1	60	55	3120	20	0	60	40	2	2
262	0	1	1	2	1	0	1	80	26	0	30	31	32	10	0	0	0	2	2
262	0	1	1	2	1	0	1	101	26	0	60	38	41	30	0	0	0	2	1
262	0	1	1	2	1	0	1	80	20	0	30	38	26	30	0	0	0	2	2
262	0	1	1	2	1	0	1	101	22	0	60	31	29	10	0	0	0	2	2
263	0	1	1	3	1	1	1	195	45	0	120	108	60	30	0	208	84	2	2
263	0	1	1	3	1	1	1	257	45	0	120	116	65	20	1	128	84	2	2
263	0	1	1	3	1	1	1	195	50	0	120	102	65	20	0	160	136	2	2
263	0	1	1	3	1	1	1	216	60	0	30	116	80	20	1	160	136	2	2
263	0	1	1	5	1	1	1	140	36	0	30	64	42	10	1	60	70	2	2
264	0	1	1	2	1	0	1	281	50	0	120	109	80	10	1	0	0	2	1
264	0	1	1	2	1	0	1	281	45	0	30	101	80	20	0	0	0	2	2
264	0	1	1	2	1	0	1	281	60	0	30	109	65	30	0	0	0	2	2
264	0	1	1	2	1	0	1	238	50	0	60	109	80	30	0	0	0	2	2
264	0	1	1	2	1	0	1	104	136	0	60	45	153	20	1	0	0	2	2
264	0	1	1	5	1	0	1	111	3120	1	120	70	4160	10	0	0	0	2	2
265	0	1	1	5	1	1	1	125	64	0	120	50	68	30	1	70	40	2	2
265	0	1	1	1	1	0	1	119	2600	1	120	91	4160	10	1	0	0	2	1
265	0	1	1	1	1	0	1	119	2340	1	30	89	4160	20	0	0	0	2	1
265	0	1	1	5	1	1	1	108	48	0	60	57	56	10	0	91	52	2	2
265	0	1	1	5	1	1	1	108	53	0	120	57	58	30	0	56	52	2	2
265	0	1	1	1	1	0	1	132	3120	1	60	51	3120	20	0	0	0	2	2
265	0	1	1	1	1	0	1	119	3120	1	30	91	3380	30	0	0	0	2	1
265	0	1	1	1	1	0	1	102	2600	1	60	91	4160	30	0	0	0	2	1
266	0	1	1	5	1	1	1	108	52	0	120	39	80	10	1	91	58	2	1
266	0	1	1	5	1	1	1	108	47	0	30	36	71	20	0	91	45	2	1
266	0	1	1	5	1	1	1	108	62	0	30	39	76	30	0	56	58	2	3
266	0	1	1	5	1	1	1	94	52	0	60	39	80	30	0	70	45	2	3
266	0	1	1	3	1	1	1	127	70	0	120	51	75	20	0	156	80	2	2
266	0	1	1	3	1	1	1	116	58	0	30	51	93	20	0	96	64	2	2
266	0	1	1	3	1	1	1	148	52	0	60	51	70	20	0	120	104	2	2
267	0	1	1	4	1	0	1	283	99	0	30	138	112	10	0	0	0	2	2
267	0	1	1	4	1	0	1	215	89	0	60	124	122	30	1	0	0	2	2
267	0	1	1	4	1	0	1	238	99	0	30	124	118	30	1	0	0	2	2
267	0	1	1	3	1	0	1	163	62	0	60	49	66	20	0	0	0	2	2
268	0	1	1	3	1	1	1	189	5040	1	30	70	5040	10	0	214	214	2	2
268	0	1	1	3	1	1	1	243	5040	1	60	88	6720	30	0	214	132	2	2
268	0	1	1	3	1	1	1	99	72	0	60	41	78	20	0	64	40	2	2
268	0	1	1	3	1	1	1	189	3780	1	30	88	5460	30	0	165	165	2	2
268	0	1	1	3	1	1	1	243	4200	1	60	70	5460	10	0	132	165	2	2
268	0	1	1	1	1	0	1	80	65	0	120	56	70	20	0	0	0	2	2
268	0	1	1	1	1	0	1	73	54	0	30	56	86	20	0	0	0	2	1
268	0	1	1	1	1	0	1	94	49	0	60	56	65	20	0	0	0	2	2
269	0	1	1	4	1	1	1	102	194	0	120	57	259	30	0	78	36	2	3
269	0	1	1	4	1	1	1	132	194	0	120	61	281	20	1	48	36	2	3
269	0	1	1	3	1	1	1	162	101	0	120	72	137	10	0	88	95	2	2
269	0	1	1	4	1	1	1	102	216	0	120	54	281	20	0	60	58	2	3
269	0	1	1	4	1	1	1	112	259	0	30	61	346	20	1	60	58	2	3
269	0	1	1	2	1	0	1	116	65	0	120	86	71	30	1	0	0	2	2
269	0	1	1	2	1	0	1	99	49	0	60	90	56	10	0	0	0	2	2
269	0	1	1	2	1	0	1	99	54	0	120	90	60	30	0	0	0	2	2
270	0	1	1	3	1	0	1	139	2600	1	120	77	4160	10	1	0	0	2	2
270	0	1	1	3	1	0	1	139	2340	1	30	74	4160	20	0	0	0	2	1
270	0	1	1	3	1	0	1	139	3120	1	30	77	3380	30	0	0	0	2	2
270	0	1	1	3	1	0	1	120	2600	1	60	77	4160	30	0	0	0	2	1
270	0	1	1	1	1	0	1	126	1850	1	30	87	2220	10	0	0	0	2	2
270	0	1	1	1	1	0	1	100	1665	1	60	83	2960	30	1	0	0	2	2
270	0	1	1	1	1	0	1	109	1850	1	30	83	2405	30	1	0	0	2	1
271	0	1	1	4	1	0	1	171	5040	1	120	89	5040	30	1	0	0	2	2
271	0	1	1	2	1	1	1	286	50	0	120	138	80	10	1	234	136	2	1
271	0	1	1	2	1	1	1	286	45	0	30	132	80	20	0	234	105	2	1
271	0	1	1	4	1	0	1	147	3780	1	60	96	5460	10	0	0	0	2	2
271	0	1	1	4	1	0	1	147	4200	1	120	96	5040	30	0	0	0	2	2
271	0	1	1	5	1	1	1	91	2600	1	60	47	3120	20	1	91	30	2	1
271	0	1	1	2	1	1	1	286	60	0	30	138	65	30	0	144	136	2	1
271	0	1	1	2	1	1	1	246	50	0	60	138	80	30	0	180	105	2	1
272	0	1	1	3	1	1	1	111	1429	1	30	48	1715	10	0	70	32	2	1
272	0	1	1	2	1	1	1	257	2600	1	120	109	4160	10	1	234	65	2	3
272	0	1	1	2	1	1	1	257	2340	1	30	103	4160	20	0	234	50	2	3
272	0	1	1	3	1	1	1	90	1286	1	60	41	2286	30	1	56	52	2	1
272	0	1	1	3	1	1	1	97	1429	1	30	41	1858	30	1	91	32	2	1
272	0	1	1	4	1	1	1	83	4200	1	60	40	5040	20	1	104	55	2	1
272	0	1	1	3	1	1	1	75	3120	1	120	31	4160	10	0	56	55	2	2
272	0	1	1	2	1	1	1	257	3120	1	30	109	3380	30	0	144	65	2	3
272	0	1	1	2	1	1	1	217	2600	1	60	109	4160	30	0	180	50	2	1
273	0	1	1	4	1	0	1	117	70	0	120	64	82	20	0	0	0	2	2
273	0	1	1	3	1	1	1	274	2600	1	120	123	4160	10	1	273	78	2	1
273	0	1	1	3	1	1	1	274	2340	1	30	117	4160	20	0	273	60	2	1
273	0	1	1	4	1	0	1	106	58	0	30	64	82	20	0	0	0	2	1
273	0	1	1	4	1	0	1	139	52	0	60	64	60	20	0	0	0	2	2
273	0	1	1	3	1	1	1	274	3120	1	30	123	3380	30	0	168	78	2	2
273	0	1	1	3	1	1	1	231	2600	1	60	123	4160	30	0	210	60	2	1
274	0	1	1	2	1	1	1	97	218	0	30	39	262	10	0	50	28	2	2
274	0	1	1	3	1	1	1	103	60	0	30	52	60	10	0	91	104	2	2
274	0	1	1	3	1	1	1	124	60	0	60	59	80	30	0	91	64	2	1
274	0	1	1	2	1	1	1	79	196	0	60	34	349	30	1	40	45	2	1
274	0	1	1	2	1	1	1	85	218	0	30	34	283	30	1	65	28	2	2
274	0	1	1	3	1	1	1	103	45	0	30	59	65	30	0	70	80	2	1
274	0	1	1	3	1	1	1	124	50	0	60	52	65	10	0	56	80	2	2
274	0	1	1	3	1	1	1	254	142	0	60	117	150	20	0	144	132	2	2
275	0	1	1	1	1	1	1	92	179	0	30	34	215	10	0	60	24	2	2
275	0	1	1	1	1	1	1	74	161	0	60	29	286	30	1	48	39	2	1
275	0	1	1	1	1	1	1	80	179	0	30	29	233	30	1	78	24	2	1
275	0	1	1	1	1	0	1	219	3120	1	30	66	3120	10	0	0	0	2	2
275	0	1	1	1	1	0	1	287	3120	1	60	87	4160	30	0	0	0	2	2
275	0	1	1	1	1	1	1	94	63	0	60	52	71	20	1	91	50	2	2
275	0	1	1	1	1	0	1	197	44	0	60	86	50	10	1	0	0	2	2
275	0	1	1	1	1	0	1	219	2340	1	30	87	3380	30	0	0	0	2	1
275	0	1	1	1	1	0	1	287	2600	1	60	66	3380	10	0	0	0	2	2
276	0	1	1	2	1	1	1	254	67	0	120	180	78	20	0	221	100	2	2
276	0	1	1	5	1	0	1	268	83	0	120	122	133	10	1	0	0	2	1
276	0	1	1	5	1	0	1	268	75	0	30	116	133	20	0	0	0	2	1
276	0	1	1	2	1	1	1	234	56	0	30	180	78	20	0	136	80	2	2
276	0	1	1	2	1	1	1	294	50	0	60	180	62	20	0	170	130	2	2
276	0	1	1	3	1	1	1	207	98	0	120	93	133	10	0	170	76	2	2
276	0	1	1	2	1	0	1	194	74	0	120	95	99	10	0	0	0	2	2
276	0	1	1	5	1	0	1	268	100	0	30	122	108	30	0	0	0	2	1
276	0	1	1	5	1	0	1	230	83	0	60	122	133	30	0	0	0	2	1
277	0	1	1	4	1	0	1	133	48	0	30	68	52	10	0	0	0	2	2
277	0	1	1	4	1	0	1	112	43	0	60	61	54	30	1	0	0	2	1
277	0	1	1	4	1	0	1	119	48	0	30	61	53	30	1	0	0	2	1
278	0	1	1	2	1	1	1	206	71	0	30	122	78	10	0	135	56	2	2
278	0	1	1	2	1	1	1	157	64	0	60	115	84	30	1	108	91	2	2
278	0	1	1	2	1	1	1	173	71	0	30	115	81	30	1	175	56	2	2
278	0	1	1	2	1	0	1	200	67	0	120	90	77	30	0	0	0	2	1
278	0	1	1	2	1	0	1	258	67	0	120	100	84	20	1	0	0	2	1
278	0	1	1	2	1	1	1	43	37	0	60	24	42	20	1	65	30	2	2
278	0	1	1	4	1	1	1	123	184	0	60	94	194	10	1	110	160	2	2
278	0	1	1	2	1	0	1	200	74	0	120	82	90	20	0	0	0	2	1
278	0	1	1	2	1	0	1	219	89	0	30	100	120	20	1	0	0	2	1
279	0	1	1	3	1	1	1	102	5040	1	120	49	5460	20	0	78	100	2	2
279	0	1	1	3	1	1	1	93	4200	1	30	49	6720	20	0	48	80	2	1
279	0	1	1	3	1	1	1	120	3780	1	60	49	5040	20	0	60	130	2	2
279	0	1	1	2	1	0	1	200	67	0	120	90	77	30	0	0	0	2	1
279	0	1	1	2	1	0	1	258	67	0	120	100	84	20	1	0	0	2	1
279	0	1	1	2	1	1	1	202	130	0	120	116	172	10	0	136	100	2	3
279	0	1	1	2	1	0	1	200	74	0	120	82	90	20	0	0	0	2	1
279	0	1	1	2	1	0	1	219	89	0	30	100	120	20	1	0	0	2	1
280	0	1	1	3	1	1	1	116	35	0	120	46	38	30	1	70	35	2	2
280	0	1	1	2	1	0	1	105	117	0	120	60	136	30	0	0	0	2	2
280	0	1	1	2	1	0	1	135	117	0	120	64	147	20	1	0	0	2	2
280	0	1	1	3	1	1	1	102	26	0	60	53	32	10	0	91	45	2	2
280	0	1	1	3	1	1	1	102	29	0	120	53	32	30	0	56	45	2	2
280	0	1	1	2	1	0	1	105	130	0	120	57	155	20	0	0	0	2	2
280	0	1	1	2	1	0	1	115	156	0	30	64	198	20	1	0	0	2	2
280	0	1	1	3	1	0	1	147	40	0	120	66	54	10	0	0	0	2	1
280	0	1	1	5	1	1	1	258	3120	1	120	167	4160	10	0	216	95	2	1
281	0	1	1	2	1	1	1	92	3120	1	120	39	3380	20	0	78	30	2	2
281	0	1	1	2	1	1	1	85	2600	1	30	39	4160	20	0	48	24	2	2
281	0	1	1	2	1	1	1	106	2340	1	60	39	3120	20	0	60	39	2	2
281	0	1	1	3	1	1	1	179	158	0	30	71	181	10	1	96	95	2	3
281	0	1	1	2	1	1	1	142	82	0	120	83	105	10	0	88	65	2	1
283	0	1	1	3	1	1	1	116	72	0	120	44	78	30	1	60	50	2	2
283	0	1	1	3	1	1	1	102	54	0	60	51	68	10	0	78	65	2	2
283	0	1	1	3	1	1	1	102	60	0	120	51	71	30	0	48	65	2	2
283	0	1	1	2	1	1	1	59	3120	1	60	33	3120	20	0	40	32	2	2
283	0	1	1	1	1	0	1	109	15	0	120	40	23	10	1	0	0	2	1
283	0	1	1	1	1	0	1	109	13	0	30	37	20	20	0	0	0	2	1
283	0	1	1	1	1	0	1	46	33	0	120	20	48	10	0	0	0	2	2
283	0	1	1	1	1	0	1	109	18	0	30	40	23	30	0	0	0	2	2
283	0	1	1	1	1	0	1	95	15	0	60	40	23	30	0	0	0	2	1
284	0	1	1	2	1	0	1	170	62	0	30	70	66	10	0	0	0	2	2
284	0	1	1	2	1	0	1	213	62	0	60	84	82	30	0	0	0	2	2
284	0	1	1	2	1	0	1	170	47	0	30	84	57	30	0	0	0	2	2
284	0	1	1	2	1	0	1	213	52	0	60	70	62	10	0	0	0	2	2
284	0	1	1	5	1	1	1	98	29	0	120	85	38	10	0	100	32	2	1
284	0	1	1	1	1	0	1	141	3120	1	120	104	4160	10	0	0	0	2	2
285	0	1	1	2	1	0	1	131	42	0	120	59	46	30	1	0	0	2	2
285	0	1	1	2	1	0	1	117	31	0	60	66	40	10	0	0	0	2	2
285	0	1	1	2	1	0	1	117	35	0	120	66	42	30	0	0	0	2	2
285	0	1	1	4	1	1	1	87	102	0	30	36	116	10	0	91	58	2	2
285	0	1	1	4	1	1	1	108	102	0	60	43	147	30	0	91	36	2	3
285	0	1	1	1	1	0	1	232	2340	1	120	174	4160	10	0	0	0	2	2
285	0	1	1	3	1	1	1	113	31	0	60	55	36	20	0	56	53	2	2
285	0	1	1	4	1	1	1	87	76	0	30	43	97	30	0	70	45	2	3
285	0	1	1	4	1	1	1	108	85	0	60	36	108	10	0	56	45	2	3
286	0	1	1	2	1	1	1	78	54	0	120	31	65	30	0	143	40	2	2
286	0	1	1	2	1	1	1	102	54	0	120	35	68	20	1	88	40	2	2
286	0	1	1	2	1	1	1	78	60	0	120	28	74	20	0	110	65	2	2
286	0	1	1	2	1	1	1	86	72	0	30	35	94	20	1	110	65	2	1
286	0	1	1	3	1	1	1	198	45	0	30	90	60	10	1	136	115	2	1
287	0	1	1	3	1	0	1	280	57	0	120	126	78	10	1	0	0	2	2
287	0	1	1	3	1	0	1	280	51	0	30	120	72	20	0	0	0	2	1
287	0	1	1	4	1	1	1	392	2340	1	120	278	4160	10	0	210	104	2	3
287	0	1	1	3	1	0	1	280	68	0	30	126	78	30	0	0	0	2	2
287	0	1	1	3	1	0	1	234	57	0	60	126	78	30	0	0	0	2	2
288	0	1	1	2	1	1	1	196	60	0	30	77	60	10	0	273	149	2	2
288	0	1	1	2	1	1	1	250	60	0	60	95	80	30	0	273	92	2	2
288	0	1	1	4	1	1	1	82	25	0	60	38	29	20	1	91	20	2	2
288	0	1	1	2	1	1	1	196	45	0	30	95	65	30	0	210	115	2	2
288	0	1	1	2	1	1	1	250	50	0	60	77	65	10	0	168	115	2	2
289	0	1	1	4	1	0	1	141	2600	1	30	69	3120	10	0	0	0	2	1
289	0	1	1	4	1	1	1	82	2340	1	120	34	3120	30	0	104	32	2	3
289	0	1	1	4	1	1	1	103	2340	1	120	38	3380	20	1	64	32	2	3
289	0	1	1	4	1	0	1	109	2340	1	60	62	4160	30	1	0	0	2	1
289	0	1	1	4	1	0	1	120	2600	1	30	62	3380	30	1	0	0	2	1
289	0	1	1	1	1	0	1	128	31	0	120	70	42	10	0	0	0	2	2
289	0	1	1	5	1	1	1	140	48	0	60	59	50	20	0	60	56	2	2
289	0	1	1	4	1	1	1	82	2600	1	120	31	3380	20	0	80	52	2	3
289	0	1	1	4	1	1	1	89	3120	1	30	38	4160	20	1	80	52	2	3
290	0	1	1	3	1	1	1	152	96	0	30	85	103	10	0	156	110	2	2
290	0	1	1	3	1	1	1	194	96	0	60	96	123	30	0	156	68	2	2
290	0	1	1	2	1	0	1	104	163	0	60	39	181	10	1	0	0	2	2
290	0	1	1	3	1	1	1	152	72	0	30	96	90	30	0	120	85	2	2
290	0	1	1	3	1	1	1	194	80	0	60	85	95	10	0	96	85	2	2
291	0	1	1	2	1	0	1	102	3120	1	120	47	3380	20	0	0	0	2	2
291	0	1	1	2	1	1	1	114	48	0	30	44	50	10	0	143	45	2	2
291	0	1	1	2	1	1	1	146	48	0	60	55	62	30	0	143	28	2	2
291	0	1	1	2	1	0	1	95	2600	1	30	47	4160	20	0	0	0	2	1
291	0	1	1	2	1	0	1	116	2340	1	60	47	3120	20	0	0	0	2	1
291	0	1	1	2	1	1	1	122	36	0	30	46	42	10	1	88	65	2	2
291	0	1	1	2	1	1	1	114	36	0	30	55	43	30	0	110	35	2	2
291	0	1	1	2	1	1	1	146	40	0	60	44	46	10	0	88	35	2	2
292	0	1	1	3	1	1	1	103	179	0	120	33	179	30	1	60	40	2	2
292	0	1	1	3	1	1	1	89	134	0	60	40	194	10	0	78	52	2	1
292	0	1	1	3	1	1	1	89	149	0	120	40	179	30	0	48	52	2	2
292	0	1	1	2	1	1	1	262	74	0	120	97	104	10	1	273	84	2	2
292	0	1	1	2	1	1	1	262	67	0	30	89	94	20	0	273	65	2	2
292	0	1	1	2	1	1	1	262	89	0	30	97	100	30	0	168	84	2	3
292	0	1	1	2	1	1	1	226	74	0	60	97	104	30	0	210	65	2	2
293	0	1	1	2	1	0	1	62	76	0	120	43	116	20	0	0	0	2	2
293	0	1	1	2	1	0	1	57	63	0	30	43	116	20	0	0	0	2	2
293	0	1	1	2	1	0	1	72	57	0	60	43	82	20	0	0	0	2	2
294	0	1	1	2	1	0	1	87	3120	1	120	34	3380	20	0	0	0	2	2
294	0	1	1	2	1	0	1	80	2600	1	30	34	4160	20	0	0	0	2	2
294	0	1	1	2	1	0	1	101	2340	1	60	34	3120	20	0	0	0	2	2
294	0	1	1	2	1	0	1	114	2340	1	120	49	3120	30	0	0	0	2	1
294	0	1	1	2	1	0	1	146	2340	1	120	55	3380	20	1	0	0	2	1
294	0	1	1	4	1	1	1	150	88	0	60	64	97	20	1	234	95	2	2
294	0	1	1	2	1	0	1	114	2600	1	120	44	3380	20	0	0	0	2	1
294	0	1	1	2	1	0	1	125	3120	1	30	55	4160	20	1	0	0	2	1
295	0	1	1	3	1	1	1	233	74	0	120	67	104	10	1	247	71	2	2
295	0	1	1	3	1	1	1	233	67	0	30	59	97	20	0	247	55	2	2
295	0	1	1	3	1	1	1	233	89	0	30	67	100	30	0	152	71	2	2
295	0	1	1	3	1	1	1	196	74	0	60	67	104	30	0	190	55	2	2
295	0	1	1	5	1	0	1	121	259	0	120	49	259	30	1	0	0	2	2
295	0	1	1	5	1	0	1	107	194	0	60	56	281	10	0	0	0	2	2
295	0	1	1	5	1	0	1	107	216	0	120	56	259	30	0	0	0	2	2
296	0	1	1	2	1	0	1	177	3120	1	30	58	3120	10	0	0	0	2	2
296	0	1	1	2	1	0	1	231	3120	1	60	76	4160	30	0	0	0	2	2
296	0	1	1	2	1	0	1	177	2340	1	30	76	3380	30	0	0	0	2	1
296	0	1	1	2	1	0	1	231	2600	1	60	58	3380	10	0	0	0	2	2
296	0	1	1	5	1	0	1	186	5040	1	120	131	5460	20	0	0	0	2	1
296	0	1	1	5	1	0	1	169	4200	1	30	131	6720	20	0	0	0	2	1
296	0	1	1	5	1	0	1	220	3780	1	60	131	5040	20	0	0	0	2	1
297	0	1	1	1	1	0	1	101	35	0	30	36	42	10	0	0	0	2	2
297	0	1	1	5	1	0	1	165	5040	1	30	114	5040	10	0	0	0	2	1
297	0	1	1	5	1	0	1	186	5040	1	60	121	6720	30	0	0	0	2	1
297	0	1	1	1	1	0	1	80	31	0	60	29	46	30	1	0	0	2	2
